IDENTIFICADOR_UNICO_FICHA;MODALIDAD_FORMACION;NIVEL_FORMACION;NOMBRE_JORNADA;CODIGO_SECTOR_PROGRAMA;CODIGO_PROGRAMA;DURACION_PROGRAMA;CODIGO_MUNICIPIO_CURSO;TOTAL_APRENDICES;Menores y mayores a 15 activos
1716066;1;1;2;6;41310121;60;1;18;0
1885337;1;1;2;4;86110359;60;1;48;1
1893920;1;1;2;2;83230067;80;1;15;0
1835395;1;1;2;4;66210548;40;698;21;1
1764432;1;1;2;4;22810381;40;573;25;1
1615757;1;5;1;2;832221;2200;743;29;1
1704191;1;1;2;3;22810756;60;548;13;0
1495058;1;5;2;6;832221;1475;1;22;0
1876339;1;1;1;6;66330107;100;318;16;1
1764373;1;1;2;2;22510012;40;1;10;0
1699411;1;1;2;6;22410074;40;1;19;1
1740084;1;1;1;4;13120331;70;1;15;1
1851688;1;1;2;2;21340010;30;1;16;1
1802718;1;1;2;4;13120242;60;1;13;0
1859117;1;1;2;6;22810150;50;1;16;1
1811263;1;1;2;2;12210298;70;1;18;1
1753897;1;1;2;4;13120438;40;1;17;1
1819065;4;1;2;1;76110037;40;1;20;0
1854386;1;1;2;3;12210426;40;473;13;0
1891812;1;1;2;4;63410151;40;809;15;1
1860618;1;1;2;4;86110359;60;1;32;1
1675143;4;1;2;3;2000003;320;212;18;0
1764123;1;1;2;4;22810381;40;573;35;1
1792459;1;1;2;4;21710085;40;142;14;0
1688010;1;1;2;2;12210298;70;418;18;1
1889354;1;1;2;6;13210268;40;1;23;1
1858716;4;1;1;2;83830285;320;450;34;1
1878631;1;1;2;5;13120126;32;548;22;1
1860568;1;1;2;6;22520051;40;1;16;1
1824579;1;1;2;4;63410151;40;318;15;1
1752652;1;1;2;2;52441147;80;807;23;1
1857572;1;1;2;4;83830290;60;807;49;1
1880944;1;1;2;4;13120127;60;364;40;1
1737963;1;1;2;6;84110003;40;824;27;1
1679975;1;5;2;4;228185;1900;256;30;1
1711953;1;1;2;5;13210303;40;473;20;1
1428270;1;6;1;6;525203;3360;698;29;1
1690391;1;1;2;3;12210426;40;473;21;1
1875549;1;1;2;4;41520019;50;1;17;1
1711960;1;1;2;4;13120331;70;1;18;1
1873213;1;1;2;4;83810317;40;1;22;1
1737978;1;1;2;4;13120241;40;100;25;1
1797833;1;1;2;4;83830290;60;548;19;1
1803591;1;1;2;4;86120350;50;1;16;1
1750384;1;1;2;2;84220293;60;1;22;1
1843440;1;1;2;6;83510009;60;1;14;0
1729281;1;1;2;2;22620414;40;573;17;1
1700282;1;1;2;6;13120041;40;1;26;1
1693227;4;1;2;2;21330023;330;450;32;0
1742201;1;1;2;4;52520055;60;50;25;1
1876563;1;1;2;4;21450072;20;1;13;0
1705853;1;1;2;5;13210302;40;355;16;1
1863575;1;1;2;4;63410151;40;318;17;1
1678373;1;5;2;2;841105;2200;1;31;1
1897514;1;1;2;6;13210021;40;1;8;0
1695351;1;1;2;2;83930101;50;1;25;1
1871765;1;1;2;2;52440953;70;1;26;1
1721453;1;1;2;4;22810570;50;743;27;1
1896190;1;1;2;6;52440634;30;1;20;1
1821144;1;1;2;4;21710085;40;142;12;0
1815758;1;1;2;5;22620440;20;300;16;1
1745681;1;1;2;4;83830286;40;1;30;0
1875547;1;1;2;3;83830197;70;585;37;0
1878630;1;1;2;6;21730045;40;1;28;0
1738983;4;1;2;2;21450156;250;142;30;1
1728969;1;1;2;6;52410073;50;1;25;1
1737962;1;1;2;2;52450347;60;1;24;1
1700272;1;1;2;4;62120129;80;1;17;0
1709428;1;1;2;6;83930002;50;1;20;1
1780652;4;1;2;2;52430410;330;693;39;1
1813480;1;1;2;1;66330006;60;548;23;1
1884196;1;1;2;3;13120287;40;212;35;1
1461905;1;5;2;6;841101;1710;1;34;1
1783198;1;1;2;5;22810239;70;399;20;0
1762473;1;1;2;4;12210506;20;300;37;1
1788882;1;1;2;6;13210021;40;399;20;1
1792613;1;1;2;1;22620425;120;1;23;0
1769538;1;1;2;4;52520058;60;1;15;1
1674449;1;1;2;2;93510120;90;1;21;0
1688009;1;1;2;2;12210298;70;418;12;0
1811270;1;1;2;5;22620440;20;1;50;1
1898570;1;1;2;4;13120127;60;743;19;1
1705859;1;1;2;6;22810120;40;397;11;0
1819061;1;1;2;4;83830290;60;1;26;0
1554684;1;5;2;6;837126;1940;573;34;1
1705857;1;1;2;2;21120017;40;1;15;1
1781719;1;1;2;4;52520055;60;1;15;0
1898714;1;1;2;1;73130083;40;1;23;1
1705858;4;1;2;4;22620374;70;1;18;1
1516962;1;5;2;4;228172;1900;1;29;1
1690379;1;1;2;6;83510007;40;1;15;1
1876612;1;1;2;6;22620036;40;698;20;0
1819060;1;1;2;6;52440113;60;1;20;1
1860619;1;1;2;2;22510012;40;1;9;0
1890386;1;1;2;4;84220129;80;1;13;0
1678511;1;1;2;2;86110064;60;318;17;0
1755753;1;1;2;6;52440146;50;698;21;0
1762542;1;1;2;2;11110044;40;1;14;0
1801121;1;1;2;6;22510006;40;1;21;1
1742363;1;1;2;4;83930128;40;1;22;0
1892991;1;1;2;6;41310120;60;50;27;1
1771534;1;1;2;6;93510436;60;1;12;0
1752551;1;6;2;6;921206;3740;1;36;1
1865891;1;1;2;2;86110079;80;1;30;1
1885779;1;1;2;2;84220293;60;548;19;1
1705850;1;1;2;2;83310014;60;392;30;1
1729279;1;1;2;5;13120171;20;548;15;0
1703221;1;1;2;2;52450408;60;1;23;1
1716996;1;1;2;4;13120241;40;318;24;1
1885362;1;1;2;2;22620414;40;1;22;1
1845589;1;1;2;6;41310120;60;1;12;0
1857569;1;1;2;4;63410151;40;318;20;1
1765693;1;1;2;6;13120041;40;698;28;1
1808602;1;1;2;2;86120197;60;455;29;1
1737966;1;1;2;4;52440640;52;1;25;1
1700274;1;4;2;2;836121;885;548;19;1
1500471;1;5;2;4;228172;1900;1;35;1
1898407;1;1;2;2;52440953;70;1;15;1
1898787;1;2;2;4;821236;880;1;29;1
1804535;4;1;2;2;93430020;300;1;38;1
1787229;1;1;2;4;11110098;40;1;18;1
1793700;1;1;2;2;84220230;70;1;23;1
1797159;4;1;2;2;84240136;280;110;20;1
1804028;1;1;2;2;52440953;70;1;22;1
1856548;1;1;2;6;52442194;300;698;18;1
1806434;1;1;2;4;22620374;70;1;20;1
1708031;4;1;2;3;86110500;330;743;35;1
1804107;1;1;2;4;52520055;60;50;34;1
1700287;1;1;2;1;83510031;230;1;22;1
1700320;1;5;2;4;634215;1760;50;41;1
1773596;1;1;2;2;52441147;80;1;23;0
1834859;1;1;2;2;83230037;40;1;24;1
1771517;1;1;2;3;52442005;70;1;12;0
1760553;1;1;2;4;21730081;80;1;16;1
1819969;1;1;2;2;84710024;40;455;25;1
1738145;1;1;2;6;13210021;40;399;19;1
1844295;1;1;2;4;13120127;60;743;23;1
1765862;1;1;2;1;93240137;60;698;21;1
1803971;1;1;2;6;52440146;50;698;20;1
1895900;1;1;2;5;13210302;40;1;18;1
1878635;1;1;2;2;93510136;80;1;21;0
1859020;1;1;2;6;93530182;90;1;19;1
1885918;1;1;2;5;12210513;40;1;32;1
1891633;1;1;2;6;13210268;40;1;16;0
1897141;1;1;2;4;21530006;40;318;16;1
1771564;1;1;2;5;3000035;40;1;18;1
1817163;1;1;2;2;52441052;60;1;7;0
1727382;1;5;2;4;637201;2200;1;46;1
1778664;1;1;2;3;12210459;42;318;27;1
1783551;1;1;2;6;13530036;50;698;30;1
1868522;1;1;2;4;86110494;60;1;21;0
1859116;4;1;1;1;83730044;350;1;40;1
1841132;1;1;2;5;52250023;40;1;7;0
1802569;1;1;2;6;13530036;50;573;19;0
1815918;1;1;2;2;21340010;30;1;16;0
1863310;1;1;2;6;83610023;80;824;27;0
1737961;1;1;2;6;52440100;50;807;19;1
1880946;1;1;2;2;21330020;80;1;8;0
1885824;1;1;2;2;52442073;60;1;29;1
1848427;1;1;2;3;83830197;70;130;24;1
1800310;1;1;2;3;52441427;40;807;19;1
1765814;1;1;2;4;22810381;40;573;28;1
1783201;1;1;2;2;22620414;40;845;17;0
1870697;1;1;2;4;83920032;80;1;17;1
1774292;1;1;2;6;22410074;40;1;12;0
1860566;1;1;2;6;22520051;40;1;24;1
1846777;1;1;2;2;52410387;280;318;22;1
1876560;1;1;2;2;52442073;60;1;21;1
1756213;1;1;2;6;52410073;50;698;17;1
1679533;4;1;2;2;52410387;280;378;21;1
1699409;1;1;2;2;22620414;40;1;22;1
1792199;1;1;2;3;83830197;70;698;16;0
1898093;1;1;2;2;22620414;40;1;16;1
1890385;1;1;2;6;83220038;60;1;22;1
1742425;4;1;2;2;52410387;280;318;24;0
1813500;1;1;2;2;84220293;60;1;14;0
1856560;1;1;2;6;52430030;100;1;23;1
1688008;1;1;2;2;52441147;80;256;20;1
1851479;1;1;2;2;52440953;70;1;20;1
1765379;1;1;2;6;13120064;40;1;15;1
1833110;1;1;2;6;84220023;40;1;30;1
1669515;1;1;2;2;52450408;60;1;20;1
1629134;1;6;2;6;223309;3740;1;17;0
1893919;1;1;2;2;52441147;80;1;20;1
1737949;1;1;2;2;22510015;40;1;14;0
1637205;1;5;1;2;834401;2200;573;16;0
1678452;1;1;2;2;86110064;60;318;19;1
1882713;1;1;2;5;22520090;40;318;14;0
1764450;1;1;2;4;22810381;40;573;26;1
1754071;1;1;2;2;21330020;80;1;28;1
1786140;1;1;2;2;93510425;40;1;24;1
1779557;1;1;2;2;83220172;100;256;21;1
1768435;1;1;2;1;73330159;400;1;43;1
1705829;1;1;2;4;22810454;40;100;16;0
1695268;1;1;2;2;83420238;180;1;19;0
1440174;1;6;1;6;921206;3740;318;32;1
1781583;1;1;2;2;84230159;80;256;24;1
1790086;1;1;2;2;86110321;150;318;24;1
1477945;1;5;2;4;228172;1900;1;19;0
1760564;1;1;2;3;22810756;60;130;13;0
1786853;1;1;2;6;13410090;40;1;22;1
1763649;1;1;2;4;83820049;40;1;17;0
1466413;1;5;2;2;838104;1900;1;25;1
1793663;1;1;2;2;52441147;80;573;22;0
1579714;1;6;2;6;821226;3880;1;27;1
1671189;1;1;2;4;52430290;40;1;35;1
1771037;1;1;2;6;52420008;40;1;26;1
1705807;1;1;2;3;22810756;60;100;17;1
1792294;1;1;2;4;13120242;60;318;24;1
1477764;1;5;2;6;228120;1940;1;34;1
1822961;1;1;2;2;51240072;40;1;14;0
1792598;1;1;2;2;12210298;70;1;12;0
1772528;1;1;2;2;22620405;240;318;23;1
1695291;1;1;2;5;41750023;40;1;15;1
1790849;1;5;2;4;637201;2200;1;26;1
1769072;1;1;2;5;76120002;60;698;23;1
1780024;1;1;2;2;22430072;50;573;19;1
1876547;1;1;2;2;52441147;80;1;22;1
1792590;1;1;2;2;52442073;60;1;13;0
1799360;1;1;2;2;83220172;100;1;21;1
1802690;4;1;2;6;41310120;60;1;19;1
1811137;1;1;2;6;33130109;40;1;6;0
1892927;1;1;2;6;22620036;40;698;19;0
1693535;1;1;2;3;13120287;40;698;15;1
1805010;1;1;2;6;52450045;60;1;23;0
1681584;1;1;1;3;12210426;40;1;26;1
1845192;1;1;2;6;22520051;40;1;18;0
1841138;1;1;2;5;22620440;20;1;21;1
1811487;1;1;2;2;52441147;80;760;23;1
1802810;1;1;2;3;12210459;42;318;35;1
1755172;1;1;2;4;21730162;80;1;27;1
1776853;1;1;2;4;83220143;90;318;14;0
1705804;1;1;2;2;52410128;40;1;25;1
1776728;1;1;2;2;21330020;80;1;13;0
1848458;1;1;2;6;13210021;40;1;29;1
1876566;1;1;2;6;22620218;60;1;10;0
1817314;1;1;2;6;66330007;40;318;12;0
1772530;1;1;2;4;13120242;60;318;23;1
1756215;1;1;2;2;52450092;100;1;33;1
1860651;1;1;2;2;83240089;40;548;22;1
1774572;1;1;2;6;51360048;80;1;26;1
1783208;1;1;2;2;52441848;60;1;14;0
1838463;1;1;2;6;22620050;40;1;16;1
1892979;1;1;2;5;12210516;40;1;12;0
1868076;1;1;2;2;22620414;40;1;24;1
1798122;1;1;2;2;83610043;150;1;17;1
1851675;1;1;2;2;21340010;30;1;20;1
1760565;1;1;2;3;22810756;60;130;13;0
1795533;1;1;2;6;13210144;60;1;17;0
1695277;1;1;2;4;13120127;60;212;19;1
1871764;1;1;2;3;62120127;30;1;32;1
1801338;1;1;1;2;52440953;70;1;19;1
1692464;1;1;2;6;22410074;40;1;18;1
1813997;1;1;2;6;22620050;40;548;23;1
1774252;1;1;2;2;83520031;100;1;17;1
1755472;4;1;2;2;21330023;330;212;49;1
1694779;4;1;2;2;86110502;360;760;46;1
1765452;1;1;2;2;22410163;40;1;18;1
1800554;1;1;2;4;13120331;70;130;11;0
1792612;1;1;2;3;21730067;40;1;35;1
1809254;1;1;2;4;13120230;20;256;13;0
1760566;1;1;2;3;22810756;60;1;18;1
1693595;1;1;2;6;22620089;50;1;24;1
1780017;1;1;2;3;13410412;40;1;17;1
1783221;1;1;2;2;22620414;40;1;21;1
1868074;1;1;2;5;22620440;20;142;17;1
1878258;1;1;2;6;52440634;30;1;18;1
1869461;1;1;2;1;22620424;40;22;24;1
1771562;1;1;2;6;41310120;60;1;26;1
1756208;1;1;2;1;22620424;40;1;26;1
1705849;1;1;2;2;83310014;60;130;22;1
1790071;1;1;2;6;22310052;40;1;9;0
1743177;1;1;2;1;83730044;350;256;47;1
1784457;1;1;2;6;22620040;40;1;19;1
1731235;1;1;2;4;22810454;40;100;22;1
1892676;1;1;2;2;52440804;40;1;14;0
1675152;4;1;2;3;2000003;320;698;26;1
1851475;1;1;2;2;52442073;60;130;25;1
1778283;1;1;2;5;76120002;60;698;27;1
1500906;1;5;2;6;821225;1775;780;27;1
1771536;1;1;2;4;13210114;40;355;28;1
1771493;1;1;2;2;86110443;66;548;15;1
1815907;1;1;2;5;22620444;80;1;49;1
1682812;1;1;2;2;82120024;40;698;25;1
1856561;1;1;2;2;22620414;40;1;24;1
1892975;1;1;2;1;22620429;40;1;22;1
1780653;4;1;2;6;52450031;320;693;32;1
1799686;1;1;2;2;52441052;60;256;24;1
1710278;1;1;2;4;13310393;80;318;20;0
1868155;1;1;2;2;22620414;40;1;21;1
1787244;1;1;2;5;22620443;10;1;14;0
1783947;1;1;2;4;84710080;90;698;30;1
1488566;1;5;2;6;223112;1940;1;25;0
1750371;1;1;2;2;52441147;80;1;20;0
1783207;1;1;2;4;13120127;60;743;21;1
1851672;1;1;2;5;3000035;40;1;10;0
1754083;1;1;2;6;52440445;60;1;20;1
1859187;1;1;2;4;83810316;50;212;28;1
1788774;4;1;2;2;83830285;320;110;40;1
1687323;4;1;2;2;83210103;308;75;35;1
1468444;1;5;1;6;842405;1840;455;16;0
1754064;1;1;2;6;13120407;40;100;19;1
1785060;1;1;2;2;22510012;40;1;16;0
1755185;1;1;2;6;22620050;40;1;15;1
1678503;1;5;2;2;935306;2200;1;20;1
1677369;1;1;2;2;22620414;40;392;19;1
1760581;1;1;2;4;52520059;80;1;27;1
1802717;1;1;2;4;13120241;40;1;13;0
1796149;1;1;2;5;22620440;20;1;19;1
1675334;4;1;2;3;2000003;320;517;30;1
1857846;1;1;2;4;52441154;50;1;26;1
1660435;1;6;2;6;525203;3360;1;73;1
1703513;1;5;2;4;634215;1760;212;35;1
1858425;1;1;2;4;12210211;40;1;20;1
1755184;1;1;2;6;22620050;40;1;11;0
1831267;1;1;1;2;22620414;40;1;22;1
1893853;1;1;2;4;41520019;50;1;15;1
1752662;1;1;2;2;52441147;80;807;25;1
1753397;1;1;1;4;52520055;60;75;26;1
1782680;1;1;2;5;42110035;40;1;29;1
1682028;1;1;2;6;22520015;80;1;29;1
1791380;1;1;2;2;52441147;80;1;25;1
1787201;1;1;2;4;52520059;80;1;16;1
1787243;1;1;2;2;93920010;40;1;19;0
1776747;1;1;2;2;52410128;40;1;20;1
1774280;1;1;2;6;22410074;40;1;22;1
1713424;1;1;2;2;52430398;70;100;24;1
1892731;1;1;2;2;52440978;40;1;24;1
1876561;1;1;2;2;52442073;60;1;25;0
1805031;1;1;2;6;93510008;40;1;21;1
1760574;1;1;2;6;22310061;40;397;22;1
1704350;1;1;2;6;21730066;40;1;20;1
1844319;4;1;2;2;21330023;330;1;34;0
1792599;1;1;2;4;13120331;70;1;15;0
1803594;1;1;2;2;83420093;120;573;37;1
1753874;1;1;2;6;86110022;60;397;22;1
1755203;1;1;2;2;52441147;80;1;24;1
1845324;1;1;2;1;76130595;40;455;25;1
1461911;1;5;2;6;835106;2380;1;22;0
1695275;1;1;2;2;22410163;40;318;19;1
1737343;1;1;1;6;22410039;90;1;22;1
1799643;1;1;2;2;22620158;40;1;21;1
1474781;1;5;2;6;228120;1940;1;31;1
1860644;1;1;2;4;13120331;70;573;23;1
1703219;1;1;2;2;52450408;60;1;22;1
1754366;1;1;2;4;22810454;40;1;18;1
1681972;1;1;2;2;21330020;80;1;25;1
1669492;1;1;2;4;22620270;40;1;17;1
1681129;1;1;2;4;13120331;70;1;19;1
1841134;1;1;2;2;22620414;40;1;6;0
1865925;1;1;2;4;83830290;60;1;40;1
1763552;1;1;2;3;52440498;40;1;13;0
1835568;1;1;2;2;82120050;80;455;19;1
1776696;1;1;2;3;52441343;40;807;23;1
1838797;1;1;2;2;12210480;60;1;21;0
1468433;1;5;2;6;935306;1680;1;25;1
1787200;1;1;2;3;12210426;40;473;18;1
1815134;1;1;2;4;84920079;40;573;14;0
1897127;1;1;2;1;93240137;60;318;18;1
1848418;1;1;2;6;52450045;60;1;25;1
1781733;1;1;2;4;13120242;60;318;24;0
1759725;1;1;2;4;13120242;60;318;19;0
1845313;1;1;2;2;52440953;70;130;20;1
1473305;1;6;1;6;223219;3740;1;36;1
1843442;1;1;2;3;52441744;80;1;24;1
1870714;1;1;2;4;83820049;40;1;22;1
1892161;1;1;2;6;22510009;40;1;9;0
1705832;1;1;2;2;83310014;60;807;16;1
1787241;1;1;2;4;83830286;40;807;36;1
1667715;1;1;2;6;84510042;80;455;18;1
1859126;1;1;2;2;22510039;32;1;13;0
1736249;1;5;1;6;835106;2380;743;24;1
1681373;1;6;2;5;621201;3610;1;40;1
1764174;1;1;2;4;22810381;40;573;32;1
1721477;4;1;2;5;83250023;308;743;42;0
1729280;1;1;2;4;86120084;40;1;17;0
1762541;1;1;2;2;52410128;40;1;16;1
1841130;1;1;2;4;22620374;70;1;19;1
1849303;4;1;2;6;86110493;260;130;20;0
1752578;1;5;2;6;838201;1900;1;27;1
1778083;1;1;2;5;76120002;60;698;25;0
1845312;1;1;2;2;21720106;20;1;19;1
1851676;1;1;2;1;22620429;40;1;19;1
1527881;1;5;2;4;228185;1900;318;45;1
1852993;1;1;2;2;86120157;40;318;26;1
1676362;4;1;2;6;52442194;300;693;42;1
1755737;1;1;2;2;22620414;40;1;15;1
1710143;1;1;2;6;22620089;50;1;27;1
1851424;1;1;2;3;83830197;70;1;21;1
1704353;1;1;2;5;12210516;40;1;15;0
1784374;1;1;2;2;84220230;70;1;15;0
1892976;1;1;2;6;84110003;40;1;27;1
1791283;1;1;2;6;22810072;40;1;20;1
1758432;1;1;2;3;83830197;70;22;30;1
1771542;1;1;2;6;93510055;80;1;26;1
1721451;1;1;2;2;22620414;40;573;18;1
1791016;1;5;2;4;637201;2200;318;31;1
1885777;1;1;2;1;41311020;80;573;23;1
1796030;4;1;2;3;2000003;320;256;31;0
1825718;1;1;1;6;83420018;40;1;13;0
1783211;1;1;2;5;22620440;20;1;29;1
1737972;1;1;2;4;22810216;40;1;18;0
1854387;1;1;2;1;73110062;40;1;23;1
1860630;1;1;2;5;41310377;140;1;42;1
1704351;1;1;2;6;22510009;40;1;10;0
1681702;1;1;2;2;52450408;60;1;21;1
1791280;1;1;2;2;12210298;70;1;19;1
1868070;1;1;2;4;33110146;40;1;24;1
1785344;1;1;2;6;52450045;60;1;20;1
1679601;4;1;2;2;52410387;280;573;30;0
1822945;1;1;2;4;11120008;40;1;27;0
1819801;4;1;2;2;83210103;308;75;49;1
1675126;1;1;2;5;13120456;40;1;19;1
1675139;1;1;2;4;13120331;70;1;21;1
1753850;1;1;2;2;12210480;60;532;22;1
1765123;1;1;2;4;52220010;100;1;23;0
1761335;1;1;1;1;83220197;60;318;18;1
1844175;4;1;2;2;93430020;300;130;23;1
1798115;1;1;2;6;13530036;50;256;13;0
1708823;1;1;2;1;93240137;60;318;15;1
1788772;1;1;2;3;83830197;70;548;16;1
1774576;1;1;2;2;52441941;90;1;18;0
1845196;1;1;2;2;22620414;40;1;19;1
1819048;1;1;2;5;13210302;40;355;16;1
1774289;1;1;2;3;21730067;40;1;11;0
1845602;1;1;2;5;12210516;40;1;17;1
1689915;1;1;2;2;52441941;90;1;14;0
1876565;1;1;2;6;22620218;60;1;20;1
1864297;1;1;2;4;96150300;20;142;50;1
1773657;1;1;2;6;52440146;50;698;17;0
1779497;1;1;2;4;22810216;40;698;26;1
1709417;1;1;2;6;83930002;50;1;20;1
1799339;1;1;2;6;41310032;100;1;22;1
1734851;1;1;2;2;22620414;40;1;18;1
1853327;4;1;2;6;52450031;320;573;36;1
1772064;1;1;2;2;52450408;60;1;19;1
1778689;1;1;2;3;52441379;40;807;19;1
1578437;1;6;2;4;228181;3885;1;30;1
1762540;1;1;2;4;13120127;60;1;20;0
1692402;1;1;2;6;22410039;90;807;19;0
1846330;1;1;2;6;84510042;80;455;24;1
1767869;1;1;2;2;21310027;40;318;26;1
1679899;1;1;2;4;63420039;80;1;14;0
1756103;1;1;1;4;52441922;120;1;24;1
1695269;1;1;2;6;63210001;64;1;19;0
1791275;1;1;2;4;11110098;40;355;21;1
1678690;1;1;2;6;13120041;40;698;30;1
1806754;1;1;2;2;52441052;60;1;21;0
1831193;4;1;2;2;52441147;80;1;19;1
1792210;1;1;2;3;83830185;70;698;16;0
1819053;1;1;2;6;13120096;40;355;17;1
1845156;1;1;2;6;84510042;80;455;25;1
1690380;1;1;2;2;21330020;80;1;23;1
1849853;1;1;2;6;86110022;60;1;32;1
1329938;1;6;2;6;525203;3360;1;33;1
1771555;1;1;2;2;83930101;50;1;38;1
1716069;1;1;2;2;52441845;60;1;13;0
1805049;1;1;2;6;83510015;40;100;26;1
1708379;1;1;2;1;93240137;60;318;18;1
1675970;4;1;2;2;52430410;330;50;45;1
1876562;1;1;2;2;52440987;40;1;13;0
1711933;1;1;2;4;21720162;80;1;15;0
1738143;1;1;2;6;13210021;40;399;19;1
1738144;1;1;2;6;13210021;40;399;19;1
1705805;1;1;2;5;13120456;40;100;25;1
1779483;1;1;2;6;52440445;60;1;22;1
1774285;1;1;2;6;21450020;60;1;20;0
1783205;1;1;2;2;22620414;40;1;31;1
1776749;1;1;2;2;21340010;30;1;13;0
1776833;4;1;2;5;83250023;308;1;34;1
1822949;1;1;2;1;62330152;200;256;36;1
1709412;1;1;2;2;51350004;40;1;11;0
1837503;4;1;2;6;52442194;300;256;31;1
1871744;1;1;2;6;41310575;80;355;37;1
1734903;1;1;2;2;83220172;100;318;18;1
1774296;1;1;2;3;21730067;40;1;18;0
1771537;1;1;2;2;12210298;70;1;20;1
1675463;1;1;2;3;21730067;40;698;16;1
1792266;1;1;2;4;13120241;40;318;24;1
1681976;1;1;2;6;13120046;60;1;12;0
1789264;1;1;2;2;52430410;330;785;49;1
1732449;1;1;2;4;84710080;90;455;25;1
1705801;1;1;2;4;13120331;70;573;27;1
1760567;1;1;2;5;52250023;40;1;19;0
1765777;1;1;2;4;22810381;40;573;27;1
1681979;1;1;2;4;52410250;40;1;17;0
1760539;1;1;2;5;22620440;20;1;11;0
1898090;1;1;2;6;86110022;60;1;47;1
1737529;1;1;2;6;22620218;60;548;26;1
1724523;1;1;2;6;84510042;80;455;23;1
1742354;1;1;2;1;22620424;40;1;13;0
1675121;1;1;2;4;21730080;100;1;15;0
1756204;1;1;2;6;13130001;40;399;20;1
1754402;1;1;2;6;13120046;60;1;23;1
1755711;1;1;2;4;84920079;40;573;22;1
1693207;1;1;2;4;22810381;40;698;25;1
1783200;1;1;2;5;22810239;70;399;20;1
1831192;1;1;2;2;22330036;40;1;13;0
1860588;1;1;2;5;13120456;40;1;13;0
1769532;1;1;2;2;22620414;40;1;19;1
1779743;1;1;2;3;13210207;30;743;20;1
1790094;1;1;2;6;83610007;40;318;20;0
1705860;1;1;2;6;63210014;20;397;13;0
1783197;1;1;2;5;22810239;70;399;19;0
1456043;1;5;2;4;228172;1900;1;33;1
1787108;1;1;2;4;22810749;60;698;28;1
1784423;1;1;2;4;83820049;40;532;20;1
1787247;4;1;2;2;52441147;80;1;15;1
1773616;1;1;2;3;83830197;70;622;29;1
1719513;1;1;2;2;52441147;80;1;14;0
1773554;1;1;2;2;52441147;80;573;22;1
1773546;1;1;2;3;83830197;70;22;32;1
1851458;1;1;2;2;52440953;70;1;20;1
1843429;4;1;2;2;51240071;40;1;14;0
1798634;1;1;2;6;13530036;50;698;18;1
1716082;1;1;2;1;22620424;40;1;28;1
1662993;1;1;2;5;41310377;140;1;41;1
1813436;1;1;2;4;83830290;60;22;40;1
1779456;1;1;2;3;21730067;40;698;27;0
1847646;1;1;2;5;22620440;20;1;20;1
1841129;1;1;2;5;22620440;20;1;50;1
1784785;4;1;2;2;21450156;250;513;29;0
1677039;1;5;2;2;834214;2200;1;31;1
1776855;1;1;2;4;13120241;40;318;23;1
1697007;1;1;2;2;86120197;60;573;16;0
1580074;1;6;2;5;621201;3610;1;37;1
1671212;1;1;2;2;52441147;80;1;39;1
1872068;1;1;2;2;84710024;40;212;24;0
1819062;1;1;2;2;86110079;80;1;25;1
1791274;1;1;2;2;52442073;60;1;20;1
1817158;1;1;2;2;84220293;60;1;18;1
1840149;1;1;2;4;63410151;40;318;18;1
1680204;1;1;2;2;52450205;40;548;30;1
1815935;1;1;2;2;22810366;40;1;18;1
1765382;1;1;2;4;13120241;40;1;19;1
1792611;1;1;2;2;83610141;40;1;22;1
1800346;4;1;2;6;41310120;60;1;19;0
1889040;1;1;2;4;96150300;20;212;29;0
1870712;1;1;2;2;83610403;90;1;17;1
1797300;1;1;2;1;22510132;280;1;48;1
1454230;1;6;2;6;921206;3740;1;21;0
1791398;1;1;2;4;13120127;60;50;27;1
1791292;1;1;2;5;13410560;40;1;13;0
1728943;1;1;2;6;41310120;60;1;16;0
1760541;1;1;2;4;21730081;80;1;17;1
1859113;1;1;2;4;86120350;50;1;21;1
1897510;1;1;2;6;21450020;60;1;17;1
1791740;4;1;2;2;52410387;280;455;43;1
1882401;1;1;2;2;83220172;100;256;39;1
1678556;1;1;2;2;84310049;40;318;18;0
1876567;1;1;2;4;13120242;60;1;19;1
1717893;1;1;2;2;52410367;40;1;9;0
1776644;1;1;2;5;22620440;20;1;17;1
1837351;1;1;2;2;83710208;40;698;21;0
1778064;1;1;2;3;12210426;40;1;24;1
1779744;1;1;2;6;84110003;40;824;19;0
1814005;1;1;2;6;83610298;100;548;17;1
1876479;1;1;2;2;83610191;80;318;18;1
1776730;1;1;2;6;13210021;40;548;18;0
1822963;1;1;2;6;84110003;40;573;28;1
1801931;1;1;2;4;83820049;40;532;20;1
1781716;1;1;2;4;83830290;60;22;37;1
1826633;1;1;2;2;21450156;250;1;26;1
1693521;1;1;2;4;22620182;40;698;18;1
1756217;1;1;2;6;41310120;60;1;36;1
1788870;4;1;2;1;62330152;200;573;33;1
1897515;1;1;2;2;22620414;40;1;16;1
1682018;1;1;2;4;13120331;70;1;21;1
1878248;1;1;2;2;52440953;70;1;11;0
1762978;1;4;2;2;836121;885;1;18;1
1725587;1;1;2;5;22620443;10;1;29;1
1737517;1;1;2;6;22620218;60;548;26;1
1784458;1;1;2;2;22620414;40;1;19;1
1771592;5;1;2;5;41310377;140;318;24;1
1763565;1;1;2;6;41310121;60;1;21;1
1672381;1;1;2;3;83830197;70;1;18;1
1845618;1;1;2;5;13120456;40;1;17;1
